STATION,DATE,SNOW,SNWD,TMAX,TMIN
USC00367029,1/1/1978,0,13,31,9
USC00367029,1/2/1978,3.6,17,28,9
USC00367029,1/3/1978,0.4,17,22,6
USC00367029,1/4/1978,0.5,18,18,1
USC00367029,1/5/1978,0,17,25,1
USC00367029,1/6/1978,0,16,32,19
USC00367029,1/7/1978,1.5,17,41,24
USC00367029,1/8/1978,0,16,30,26
USC00367029,1/9/1978,0,12,53,29
USC00367029,1/10/1978,3.5,16,31,0
USC00367029,1/11/1978,2,18,13,-3
USC00367029,1/12/1978,0,17,20,7
USC00367029,1/13/1978,0.3,17,21,13
USC00367029,1/14/1978,6.5,23,21,15
USC00367029,1/15/1978,1.5,25,24,5
USC00367029,1/16/1978,0,25,16,3
USC00367029,1/17/1978,0.7,26,21,9
USC00367029,1/18/1978,8,33,26,14
USC00367029,1/19/1978,0.8,34,24,11
USC00367029,1/20/1978,2,36,25,10
USC00367029,1/21/1978,10,42,24,10
USC00367029,1/22/1978,2.3,44,17,12
USC00367029,1/23/1978,0,42,22,6
USC00367029,1/24/1978,0,40,23,6
USC00367029,1/25/1978,0,38,33,8
USC00367029,1/26/1978,0,32,48,29
USC00367029,1/27/1978,0.5,33,46,8
USC00367029,1/28/1978,0.8,33,18,7
USC00367029,1/29/1978,2.5,35,19,6
USC00367029,1/30/1978,0.6,36,13,3
USC00367029,1/31/1978,0,34,22,6
USC00367029,2/1/1978,0,33,20,4
USC00367029,2/2/1978,0,32,24,2
USC00367029,2/3/1978,0.8,33,21,3
USC00367029,2/4/1978,0,33,18,-7
USC00367029,2/5/1978,0,32,13,-12
USC00367029,2/6/1978,2,34,12,-9
USC00367029,2/7/1978,20,48,15,8
USC00367029,2/8/1978,0.5,49,24,8
USC00367029,2/9/1978,0,49,25,4
USC00367029,2/10/1978,0,47,23,2
USC00367029,2/11/1978,0,46,23,0
USC00367029,2/12/1978,0.4,46,27,7
USC00367029,2/13/1978,0,45,28,17
USC00367029,2/14/1978,3.5,45,32,20
USC00367029,2/15/1978,0.2,45,28,2
USC00367029,2/16/1978,0,43,21,-1
USC00367029,2/17/1978,0,41,33,12
USC00367029,2/18/1978,0,39,34,12
USC00367029,2/19/1978,1.5,40,29,5
USC00367029,2/20/1978,0,39,20,-5
USC00367029,2/21/1978,0,37,28,-5
USC00367029,2/22/1978,0,37,22,-1
USC00367029,2/23/1978,1,38,18,6
USC00367029,2/24/1978,0,38,26,7
USC00367029,2/25/1978,1,38,31,10
USC00367029,2/26/1978,1.3,39,32,8
USC00367029,2/27/1978,0.5,37,28,9
USC00367029,2/28/1978,0,37,24,0
USC00367029,3/1/1978,0,37,30,0
USC00367029,3/2/1978,2,38,26,5
USC00367029,3/3/1978,0,38,23,3
USC00367029,3/4/1978,5,42,17,8
USC00367029,3/5/1978,0,42,24,-1
USC00367029,3/6/1978,0,41,20,-3
USC00367029,3/7/1978,0,40,24,0
USC00367029,3/8/1978,0,39,26,4
USC00367029,3/9/1978,0,39,30,5
USC00367029,3/10/1978,0,37,43,5
USC00367029,3/11/1978,0,36,40,15
USC00367029,3/12/1978,0,36,40,15
USC00367029,3/13/1978,0,36,45,27
USC00367029,3/14/1978,0,36,44,27
USC00367029,3/15/1978,0,34,45,28
USC00367029,3/16/1978,0,30,36,28
USC00367029,3/17/1978,2,31,34,10
USC00367029,3/18/1978,0,30,35,9
USC00367029,3/19/1978,0,30,36,11
USC00367029,3/20/1978,0,29,45,16
USC00367029,3/21/1978,0,29,40,18
USC00367029,3/22/1978,0,28,56,31
USC00367029,3/23/1978,0,28,42,33
USC00367029,3/24/1978,0,27,50,29
USC00367029,3/25/1978,0,27,32,16
USC00367029,3/26/1978,1.5,29,32,17
USC00367029,3/27/1978,0.5,30,33,25
USC00367029,3/28/1978,0,26,47,31
USC00367029,3/29/1978,0,25,46,31
USC00367029,3/30/1978,0,24,45,24
USC00367029,3/31/1978,0,22,38,25
USC00367029,4/1/1978,0,20,46,27
USC00367029,4/2/1978,0,18,61,23
USC00367029,4/3/1978,0,17,40,15
USC00367029,4/4/1978,0,17,30,19
USC00367029,4/5/1978,0,15,44,27
USC00367029,4/6/1978,0,14,38,29
USC00367029,4/7/1978,0,12,47,31
USC00367029,4/8/1978,0,10,53,30
USC00367029,4/9/1978,0,10,33,23
USC00367029,4/10/1978,0,9,41,23
USC00367029,4/11/1978,0,8,55,26
USC00367029,4/12/1978,0,7,60,35
USC00367029,4/13/1978,0,4,58,38
USC00367029,4/14/1978,0,2,65,31
USC00367029,4/15/1978,0,1,40,28
USC00367029,4/16/1978,0.8,1,36,20
USC00367029,4/17/1978,0,0,44,27
USC00367029,4/18/1978,0,0,49,25
USC00367029,4/19/1978,0,0,55,28
USC00367029,4/20/1978,0,0,40,36
USC00367029,4/21/1978,0,0,46,32
USC00367029,4/22/1978,0,0,38,30
USC00367029,4/23/1978,0,0,48,25
USC00367029,4/24/1978,0,0,55,28
USC00367029,4/25/1978,0,0,59,30
USC00367029,4/26/1978,0,0,59,32
USC00367029,4/27/1978,0,0,61,34
USC00367029,4/28/1978,0,0,63,35
USC00367029,4/29/1978,0,0,60,33
USC00367029,4/30/1978,0,0,63,29
USC00367029,5/1/1978,0,0,43,21
USC00367029,5/2/1978,0,0,43,23
USC00367029,5/3/1978,0,0,54,30
USC00367029,5/4/1978,0,0,58,25
USC00367029,5/5/1978,0,0,54,26
USC00367029,5/6/1978,0,0,39,32
USC00367029,5/7/1978,0,0,44,36
USC00367029,5/8/1978,0,0,55,35
USC00367029,5/9/1978,0,0,60,38
USC00367029,5/10/1978,0,0,66,40
USC00367029,5/11/1978,0,0,55,40
USC00367029,5/12/1978,0,0,65,39
USC00367029,5/13/1978,0,0,70,47
USC00367029,5/14/1978,0,0,56,49
USC00367029,5/15/1978,0,0,53,44
USC00367029,5/16/1978,0,0,52,43
USC00367029,5/17/1978,0,0,55,39
USC00367029,5/18/1978,0,0,51,46
USC00367029,5/19/1978,0,0,61,43
USC00367029,5/20/1978,0,0,70,47
USC00367029,5/21/1978,0,0,80,54
USC00367029,5/22/1978,0,0,61,36
USC00367029,5/23/1978,0,0,69,39
USC00367029,5/24/1978,0,0,75,46
USC00367029,5/25/1978,0,0,55,50
USC00367029,5/26/1978,0,0,75,50
USC00367029,5/27/1978,0,0,83,50
USC00367029,5/28/1978,0,0,78,55
USC00367029,5/29/1978,0,0,78,54
USC00367029,5/30/1978,0,0,77,54
USC00367029,5/31/1978,0,0,82,59
USC00367029,6/1/1978,0,0,80,53
USC00367029,6/2/1978,0,0,73,53
USC00367029,6/3/1978,0,0,84,55
USC00367029,6/4/1978,0,0,63,37
USC00367029,6/5/1978,0,0,63,38
USC00367029,6/6/1978,0,0,67,39
USC00367029,6/7/1978,0,0,68,41
USC00367029,6/8/1978,0,0,66,54
USC00367029,6/9/1978,0,0,70,57
USC00367029,6/10/1978,0,0,63,39
USC00367029,6/11/1978,0,0,69,40
USC00367029,6/12/1978,0,0,78,48
USC00367029,6/13/1978,0,0,80,50
USC00367029,6/14/1978,0,0,59,34
USC00367029,6/15/1978,0,0,57,33
USC00367029,6/16/1978,0,0,65,36
USC00367029,6/17/1978,0,0,70,43
USC00367029,6/18/1978,0,0,58,50
USC00367029,6/19/1978,0,0,80,50
USC00367029,6/20/1978,0,0,78,50
USC00367029,6/21/1978,0,0,77,54
USC00367029,6/22/1978,0,0,76,58
USC00367029,6/23/1978,0,0,70,44
USC00367029,6/24/1978,0,0,71,44
USC00367029,6/25/1978,0,0,71,41
USC00367029,6/26/1978,0,0,77,41
USC00367029,6/27/1978,0,0,64,58
USC00367029,6/28/1978,0,0,85,63
USC00367029,6/29/1978,0,0,75,52
USC00367029,6/30/1978,0,0,78,53
USC00367029,7/1/1978,0,0,72,42
USC00367029,7/2/1978,0,0,69,40
USC00367029,7/3/1978,0,0,71,44
USC00367029,7/4/1978,0,0,58,45
USC00367029,7/5/1978,0,0,59,43
USC00367029,7/6/1978,0,0,74,49
USC00367029,7/7/1978,0,0,80,53
USC00367029,7/8/1978,0,0,80,58
USC00367029,7/9/1978,0,0,82,61
USC00367029,7/10/1978,0,0,79,56
USC00367029,7/11/1978,0,0,80,43
USC00367029,7/12/1978,0,0,66,47
USC00367029,7/13/1978,0,0,74,47
USC00367029,7/14/1978,0,0,77,53
USC00367029,7/15/1978,0,0,76,63
USC00367029,7/16/1978,0,0,80,59
USC00367029,7/17/1978,0,0,76,58
USC00367029,7/18/1978,0,0,70,51
USC00367029,7/19/1978,0,0,78,53
USC00367029,7/20/1978,0,0,83,56
USC00367029,7/21/1978,0,0,83,64
USC00367029,7/22/1978,0,0,87,64
USC00367029,7/23/1978,0,0,84,64
USC00367029,7/24/1978,0,0,86,57
USC00367029,7/25/1978,0,0,74,52
USC00367029,7/26/1978,0,0,74,52
USC00367029,7/27/1978,0,0,74,55
USC00367029,7/28/1978,0,0,81,59
USC00367029,7/29/1978,0,0,70,45
USC00367029,7/30/1978,0,0,69,47
USC00367029,7/31/1978,0,0,64,47
USC00367029,8/1/1978,0,0,69,52
USC00367029,8/2/1978,0,0,70,54
USC00367029,8/3/1978,0,0,80,60
USC00367029,8/4/1978,0,0,81,64
USC00367029,8/5/1978,0,0,74,53
USC00367029,8/6/1978,0,0,68,55
USC00367029,8/7/1978,0,0,75,62
USC00367029,8/8/1978,0,0,78,64
USC00367029,8/9/1978,0,0,78,56
USC00367029,8/10/1978,0,0,77,56
USC00367029,8/11/1978,0,0,75,51
USC00367029,8/12/1978,0,0,70,54
USC00367029,8/13/1978,0,0,74,64
USC00367029,8/14/1978,0,0,77,54
USC00367029,8/15/1978,0,0,83,56
USC00367029,8/16/1978,0,0,83,57
USC00367029,8/17/1978,0,0,82,65
USC00367029,8/18/1978,0,0,80,54
USC00367029,8/19/1978,0,0,75,52
USC00367029,8/20/1978,0,0,84,53
USC00367029,8/21/1978,0,0,70,47
USC00367029,8/22/1978,0,0,73,44
USC00367029,8/23/1978,0,0,76,45
USC00367029,8/24/1978,0,0,78,51
USC00367029,8/25/1978,0,0,81,54
USC00367029,8/26/1978,0,0,65,54
USC00367029,8/27/1978,0,0,70,48
USC00367029,8/28/1978,0,0,78,50
USC00367029,8/29/1978,0,0,72,62
USC00367029,8/30/1978,0,0,78,55
USC00367029,8/31/1978,0,0,74,55
USC00367029,9/1/1978,0,0,60,55
USC00367029,9/2/1978,0,0,70,42
USC00367029,9/3/1978,0,0,73,44
USC00367029,9/4/1978,0,0,74,51
USC00367029,9/5/1978,0,0,67,45
USC00367029,9/6/1978,0,0,74,47
USC00367029,9/7/1978,0,0,80,51
USC00367029,9/8/1978,0,0,74,44
USC00367029,9/9/1978,0,0,55,43
USC00367029,9/10/1978,0,0,62,34
USC00367029,9/11/1978,0,0,62,35
USC00367029,9/12/1978,0,0,68,59
USC00367029,9/13/1978,0,0,73,41
USC00367029,9/14/1978,0,0,62,36
USC00367029,9/15/1978,0,0,62,36
USC00367029,9/16/1978,0,0,63,49
USC00367029,9/17/1978,0,0,68,39
USC00367029,9/18/1978,0,0,67,41
USC00367029,9/19/1978,0,0,62,48
USC00367029,9/20/1978,0,0,69,48
USC00367029,9/21/1978,0,0,68,55
USC00367029,9/22/1978,0,0,78,58
USC00367029,9/23/1978,0,0,60,34
USC00367029,9/24/1978,0,0,62,37
USC00367029,9/25/1978,0,0,64,40
USC00367029,9/26/1978,0,0,61,27
USC00367029,9/27/1978,0,0,58,28
USC00367029,9/28/1978,0,0,64,34
USC00367029,9/29/1978,0,0,55,30
USC00367029,9/30/1978,0,0,61,31
USC00367029,10/1/1978,0,0,62,33
USC00367029,10/2/1978,0,0,64,46
USC00367029,10/3/1978,0,0,52,33
USC00367029,10/4/1978,0,0,57,39
USC00367029,10/5/1978,0,0,51,34
USC00367029,10/6/1978,0,0,58,39
USC00367029,10/7/1978,0,0,60,40
USC00367029,10/8/1978,0,0,51,34
USC00367029,10/9/1978,0,0,45,26
USC00367029,10/10/1978,0,0,50,28
USC00367029,10/11/1978,0,0,61,33
USC00367029,10/12/1978,0,0,67,40
USC00367029,10/13/1978,0,0,64,49
USC00367029,10/14/1978,0,0,70,47
USC00367029,10/15/1978,0,0,52,27
USC00367029,10/16/1978,0,0,44,25
USC00367029,10/17/1978,0,0,48,25
USC00367029,10/18/1978,0,0,48,21
USC00367029,10/19/1978,0,0,48,23
USC00367029,10/20/1978,0,0,52,38
USC00367029,10/21/1978,0,0,48,30
USC00367029,10/22/1978,0,0,63,32
USC00367029,10/23/1978,0,0,70,42
USC00367029,10/24/1978,0,0,65,24
USC00367029,10/25/1978,0,0,43,24
USC00367029,10/26/1978,0,0,57,34
USC00367029,10/27/1978,0,0,55,33
USC00367029,10/28/1978,0,0,45,28
USC00367029,10/29/1978,0,0,58,28
USC00367029,10/30/1978,0,0,49,23
USC00367029,10/31/1978,0,0,47,23
USC00367029,11/1/1978,0,0,58,34
USC00367029,11/2/1978,0,0,50,26
USC00367029,11/3/1978,0,0,54,28
USC00367029,11/4/1978,0,0,60,30
USC00367029,11/5/1978,0,0,60,31
USC00367029,11/6/1978,0,0,67,42
USC00367029,11/7/1978,0,0,67,37
USC00367029,11/8/1978,0,0,47,33
USC00367029,11/9/1978,0,0,43,25
USC00367029,11/10/1978,0,0,54,29
USC00367029,11/11/1978,0,0,59,33
USC00367029,11/12/1978,0,0,54,36
USC00367029,11/13/1978,0,0,42,26
USC00367029,11/14/1978,0,0,45,28
USC00367029,11/15/1978,0,0,53,26
USC00367029,11/16/1978,0,0,42,29
USC00367029,11/17/1978,0,0,40,22
USC00367029,11/18/1978,0,0,59,28
USC00367029,11/19/1978,0,0,59,32
USC00367029,11/20/1978,0,0,46,22
USC00367029,11/21/1978,0,0,35,23
USC00367029,11/22/1978,0.3,0,28,22
USC00367029,11/23/1978,0,0,32,19
USC00367029,11/24/1978,1.5,1,36,22
USC00367029,11/25/1978,0.3,1,40,27
USC00367029,11/26/1978,1.5,2,30,10
USC00367029,11/27/1978,0,2,21,11
USC00367029,11/28/1978,1.5,3,32,13
USC00367029,11/29/1978,0,3,36,15
USC00367029,11/30/1978,1,3,35,16
USC00367029,12/1/1978,0,3,41,12
USC00367029,12/2/1978,0,3,38,13
USC00367029,12/3/1978,0,3,35,11
USC00367029,12/4/1978,0.3,3,42,17
USC00367029,12/5/1978,0,1,52,26
USC00367029,12/6/1978,0,0,38,26
USC00367029,12/7/1978,0,0,45,22
USC00367029,12/8/1978,0,0,40,25
USC00367029,12/9/1978,0,0,53,30
USC00367029,12/10/1978,3,3,33,9
USC00367029,12/11/1978,0.3,3,20,7
USC00367029,12/12/1978,0,3,20,10
USC00367029,12/13/1978,0,3,32,17
USC00367029,12/14/1978,1,4,37,21
USC00367029,12/15/1978,0,3,26,15
USC00367029,12/16/1978,0,3,36,20
USC00367029,12/17/1978,0,3,40,22
USC00367029,12/18/1978,1,4,33,11
USC00367029,12/19/1978,0.5,4,24,3
USC00367029,12/20/1978,0,4,18,4
USC00367029,12/21/1978,0,3,34,16
USC00367029,12/22/1978,0,3,35,20
USC00367029,12/23/1978,0,3,28,15
USC00367029,12/24/1978,0,3,34,11
USC00367029,12/25/1978,9,12,30,13
USC00367029,12/26/1978,2,14,30,18
USC00367029,12/27/1978,0.4,14,25,15
USC00367029,12/28/1978,1,15,23,9
USC00367029,12/29/1978,0,15,19,2
USC00367029,12/30/1978,0,15,21,3
USC00367029,12/31/1978,0,15,29,12
USC00367029,1/1/1979,0,10,44,26
USC00367029,1/2/1979,0,6,52,41
USC00367029,1/3/1979,1,7,45,3
USC00367029,1/4/1979,0,7,8,-4
USC00367029,1/5/1979,0,7,15,0
USC00367029,1/6/1979,2,8,18,5
USC00367029,1/7/1979,0,8,24,13
USC00367029,1/8/1979,2,7,35,19
USC00367029,1/9/1979,0.4,7,25,0
USC00367029,1/10/1979,0,7,15,-3
USC00367029,1/11/1979,0,7,18,-2
USC00367029,1/12/1979,0,7,10,-10
USC00367029,1/13/1979,0,7,16,0
USC00367029,1/14/1979,0,7,32,15
USC00367029,1/15/1979,0,7,34,4
USC00367029,1/16/1979,0,7,18,4
USC00367029,1/17/1979,0,7,29,2
USC00367029,1/18/1979,2.7,10,24,6
USC00367029,1/19/1979,0,10,15,-9
USC00367029,1/20/1979,0,10,12,-6
USC00367029,1/21/1979,4,14,31,10
USC00367029,1/22/1979,0,14,34,24
USC00367029,1/23/1979,0,14,28,20
USC00367029,1/24/1979,0,14,31,21
USC00367029,1/25/1979,0.3,13,36,23
USC00367029,1/26/1979,2,14,34,25
USC00367029,1/27/1979,0.3,14,32,28
USC00367029,1/28/1979,0,14,34,28
USC00367029,1/29/1979,0,14,32,23
USC00367029,1/30/1979,0,14,26,21
USC00367029,1/31/1979,0,14,25,16
USC00367029,2/1/1979,0,14,23,6
USC00367029,2/2/1979,0.5,15,14,6
USC00367029,2/3/1979,0,15,15,6
USC00367029,2/4/1979,0,15,20,1
USC00367029,2/5/1979,0,15,28,1
USC00367029,2/6/1979,0,15,12,-2
USC00367029,2/7/1979,0,15,13,-1
USC00367029,2/8/1979,8,23,16,7
USC00367029,2/9/1979,0,23,19,-6
USC00367029,2/10/1979,0,23,8,-14
USC00367029,2/11/1979,0,23,10,-19
USC00367029,2/12/1979,0,23,2,-19
USC00367029,2/13/1979,0.3,23,14,-12
USC00367029,2/14/1979,0,23,4,-14
USC00367029,2/15/1979,0,23,7,-12
USC00367029,2/16/1979,1,24,15,-4
USC00367029,2/17/1979,0,24,15,-18
USC00367029,2/18/1979,0,24,-1,-18
USC00367029,2/19/1979,2.5,26,8,-12
USC00367029,2/20/1979,0,26,28,5
USC00367029,2/21/1979,0,25,35,8
USC00367029,2/22/1979,0,23,36,20
USC00367029,2/23/1979,0,22,37,20
USC00367029,2/24/1979,0,22,32,25
USC00367029,2/25/1979,0,21,42,32
USC00367029,2/26/1979,0,21,38,30
USC00367029,2/27/1979,0,21,32,25
USC00367029,2/28/1979,0,21,28,18
USC00367029,3/1/1979,0,18,40,20
USC00367029,3/2/1979,0.5,19,45,26
USC00367029,3/3/1979,0,19,35,31
USC00367029,3/4/1979,0,19,37,28
USC00367029,3/5/1979,0,15,48,32
USC00367029,3/6/1979,0,10,50,32
USC00367029,3/7/1979,0,9,38,28
USC00367029,3/8/1979,0,8,39,22
USC00367029,3/9/1979,0,8,36,25
USC00367029,3/10/1979,0,7,41,25
USC00367029,3/11/1979,0,7,41,21
USC00367029,3/12/1979,0,7,24,9
USC00367029,3/13/1979,0,6,29,12
USC00367029,3/14/1979,0,5,45,13
USC00367029,3/15/1979,1.3,6,45,6
USC00367029,3/16/1979,0,6,15,7
USC00367029,3/17/1979,0,6,32,9
USC00367029,3/18/1979,0,6,39,21
USC00367029,3/19/1979,0,5,42,16
USC00367029,3/20/1979,0,4,43,19
USC00367029,3/21/1979,0,4,48,26
USC00367029,3/22/1979,0,4,55,32
USC00367029,3/23/1979,0,2,61,32
USC00367029,3/24/1979,0,0,64,37
USC00367029,3/25/1979,0,0,52,35
USC00367029,3/26/1979,0,0,52,22
USC00367029,3/27/1979,0,0,32,14
USC00367029,3/28/1979,0,0,34,9
USC00367029,3/29/1979,0,0,43,16
USC00367029,3/30/1979,0,0,56,24
USC00367029,3/31/1979,0,0,62,46
USC00367029,4/1/1979,0,0,68,
USC00367029,4/2/1979,0,0,48,
USC00367029,4/3/1979,0,0,44,
USC00367029,4/4/1979,0,0,44,
USC00367029,4/5/1979,0,0,37,
USC00367029,4/6/1979,0,0,42,
USC00367029,4/7/1979,1,1,38,
USC00367029,4/8/1979,0,0,34,
USC00367029,4/9/1979,2,1,41,
USC00367029,4/10/1979,1.7,3,32,
USC00367029,4/11/1979,0,1,37,
USC00367029,4/12/1979,0,0,50,
USC00367029,4/13/1979,0,0,59,
USC00367029,4/14/1979,0,0,50,
USC00367029,4/15/1979,0,0,44,
USC00367029,4/16/1979,0,0,46,
USC00367029,4/17/1979,0,0,42,
USC00367029,4/18/1979,0,0,45,
USC00367029,4/19/1979,0,0,50,
USC00367029,4/20/1979,0,0,51,
USC00367029,4/21/1979,0,0,56,
USC00367029,4/22/1979,0,0,64,
USC00367029,4/23/1979,0,0,73,
USC00367029,4/24/1979,0,0,69,
USC00367029,4/25/1979,0,0,74,
USC00367029,4/26/1979,0,0,68,
USC00367029,4/27/1979,0,0,62,
USC00367029,4/28/1979,0,0,57,
USC00367029,4/29/1979,0,0,63,
USC00367029,4/30/1979,0,0,55,
USC00367029,5/1/1979,0,0,64,24
USC00367029,5/2/1979,0,0,54,23
USC00367029,5/3/1979,0,0,57,27
USC00367029,5/4/1979,0,0,64,36
USC00367029,5/5/1979,0,0,52,32
USC00367029,5/6/1979,0,0,51,36
USC00367029,5/7/1979,0,0,62,33
USC00367029,5/8/1979,0,0,74,38
USC00367029,5/9/1979,0,0,83,50
USC00367029,5/10/1979,0,0,85,58
USC00367029,5/11/1979,0,0,86,55
USC00367029,5/12/1979,0,0,77,51
USC00367029,5/13/1979,0,0,69,52
USC00367029,5/14/1979,0,0,63,47
USC00367029,5/15/1979,0,0,63,39
USC00367029,5/16/1979,0,0,73,44
USC00367029,5/17/1979,0,0,60,32
USC00367029,5/18/1979,0,0,65,34
USC00367029,5/19/1979,0,0,66,39
USC00367029,5/20/1979,0,0,58,51
USC00367029,5/21/1979,0,0,68,45
USC00367029,5/22/1979,0,0,60,38
USC00367029,5/23/1979,0,0,62,38
USC00367029,5/24/1979,0,0,54,45
USC00367029,5/25/1979,0,0,55,50
USC00367029,5/26/1979,0,0,61,49
USC00367029,5/27/1979,0,0,58,35
USC00367029,5/28/1979,0,0,54,41
USC00367029,5/29/1979,0,0,64,40
USC00367029,5/30/1979,0,0,61,50
USC00367029,5/31/1979,0,0,64,41
USC00367029,6/1/1979,0,0,73,40
USC00367029,6/2/1979,0,0,78,44
USC00367029,6/3/1979,0,0,73,55
USC00367029,6/4/1979,0,0,68,45
USC00367029,6/5/1979,0,0,74,50
USC00367029,6/6/1979,0,0,77,44
USC00367029,6/7/1979,0,0,65,50
USC00367029,6/8/1979,0,0,76,57
USC00367029,6/9/1979,0,0,77,60
USC00367029,6/10/1979,0,0,78,63
USC00367029,6/11/1979,0,0,74,58
USC00367029,6/12/1979,0,0,60,32
USC00367029,6/13/1979,0,0,58,34
USC00367029,6/14/1979,0,0,63,34
USC00367029,6/15/1979,0,0,71,41
USC00367029,6/16/1979,0,0,80,51
USC00367029,6/17/1979,0,0,83,58
USC00367029,6/18/1979,0,0,80,58
USC00367029,6/19/1979,0,0,72,46
USC00367029,6/20/1979,0,0,71,40
USC00367029,6/21/1979,0,0,75,44
USC00367029,6/22/1979,0,0,74,52
USC00367029,6/23/1979,0,0,69,40
USC00367029,6/24/1979,0,0,66,39
USC00367029,6/25/1979,0,0,54,37
USC00367029,6/26/1979,0,0,65,36
USC00367029,6/27/1979,0,0,70,36
USC00367029,6/28/1979,0,0,72,49
USC00367029,6/29/1979,0,0,69,42
USC00367029,6/30/1979,0,0,75,45
USC00367029,7/1/1979,0,0,70,58
USC00367029,7/2/1979,0,0,71,44
USC00367029,7/3/1979,0,0,71,44
USC00367029,7/4/1979,0,0,72,38
USC00367029,7/5/1979,0,0,62,33
USC00367029,7/6/1979,0,0,57,40
USC00367029,7/7/1979,0,0,66,38
USC00367029,7/8/1979,0,0,73,42
USC00367029,7/9/1979,0,0,78,48
USC00367029,7/10/1979,0,0,77,56
USC00367029,7/11/1979,0,0,71,52
USC00367029,7/12/1979,0,0,78,56
USC00367029,7/13/1979,0,0,81,59
USC00367029,7/14/1979,0,0,87,60
USC00367029,7/15/1979,0,0,87,62
USC00367029,7/16/1979,0,0,84,67
USC00367029,7/17/1979,0,0,75,60
USC00367029,7/18/1979,0,0,80,59
USC00367029,7/19/1979,0,0,71,50
USC00367029,7/20/1979,0,0,80,53
USC00367029,7/21/1979,0,0,82,60
USC00367029,7/22/1979,0,0,80,63
USC00367029,7/23/1979,0,0,80,61
USC00367029,7/24/1979,0,0,79,59
USC00367029,7/25/1979,0,0,83,64
USC00367029,7/26/1979,0,0,87,66
USC00367029,7/27/1979,0,0,80,63
USC00367029,7/28/1979,0,0,73,55
USC00367029,7/29/1979,0,0,77,56
USC00367029,7/30/1979,0,0,73,56
USC00367029,7/31/1979,0,0,84,58
USC00367029,8/1/1979,0,0,80,66
USC00367029,8/2/1979,0,0,88,65
USC00367029,8/3/1979,0,0,84,57
USC00367029,8/4/1979,0,0,82,59
USC00367029,8/5/1979,0,0,84,58
USC00367029,8/6/1979,0,0,86,60
USC00367029,8/7/1979,0,0,79,44
USC00367029,8/8/1979,0,0,75,45
USC00367029,8/9/1979,0,0,80,51
USC00367029,8/10/1979,0,0,79,52
USC00367029,8/11/1979,0,0,83,60
USC00367029,8/12/1979,0,0,60,53
USC00367029,8/13/1979,0,0,55,47
USC00367029,8/14/1979,0,0,69,47
USC00367029,8/15/1979,0,0,67,49
USC00367029,8/16/1979,0,0,56,48
USC00367029,8/17/1979,0,0,66,40
USC00367029,8/18/1979,0,0,70,44
USC00367029,8/19/1979,0,0,60,51
USC00367029,8/20/1979,0,0,73,49
USC00367029,8/21/1979,0,0,75,48
USC00367029,8/22/1979,0,0,78,52
USC00367029,8/23/1979,0,0,78,48
USC00367029,8/24/1979,0,0,73,50
USC00367029,8/25/1979,0,0,77,64
USC00367029,8/26/1979,0,0,80,52
USC00367029,8/27/1979,0,0,78,52
USC00367029,8/28/1979,0,0,75,55
USC00367029,8/29/1979,0,0,80,51
USC00367029,8/30/1979,0,0,73,61
USC00367029,8/31/1979,0,0,79,54
USC00367029,9/1/1979,0,0,75,51
USC00367029,9/2/1979,0,0,79,51
USC00367029,9/3/1979,0,0,75,62
USC00367029,9/4/1979,0,0,77,52
USC00367029,9/5/1979,0,0,79,53
USC00367029,9/6/1979,0,0,76,63
USC00367029,9/7/1979,0,0,69,57
USC00367029,9/8/1979,0,0,73,48
USC00367029,9/9/1979,0,0,61,36
USC00367029,9/10/1979,0,0,62,37
USC00367029,9/11/1979,0,0,68,42
USC00367029,9/12/1979,0,0,64,37
USC00367029,9/13/1979,0,0,71,42
USC00367029,9/14/1979,0,0,72,45
USC00367029,9/15/1979,0,0,73,49
USC00367029,9/16/1979,0,0,62,40
USC00367029,9/17/1979,0,0,67,41
USC00367029,9/18/1979,0,0,71,45
USC00367029,9/19/1979,0,0,72,45
USC00367029,9/20/1979,0,0,54,28
USC00367029,9/21/1979,0,0,59,29
USC00367029,9/22/1979,0,0,59,48
USC00367029,9/23/1979,0,0,60,38
USC00367029,9/24/1979,0,0,60,33
USC00367029,9/25/1979,0,0,61,33
USC00367029,9/26/1979,0,0,63,36
USC00367029,9/27/1979,0,0,70,40
USC00367029,9/28/1979,0,0,68,40
USC00367029,9/29/1979,0,0,61,47
USC00367029,9/30/1979,0,0,65,56
USC00367029,10/1/1979,0,0,59,55
USC00367029,10/2/1979,0,0,61,49
USC00367029,10/3/1979,0,0,64,53
USC00367029,10/4/1979,0,0,61,48
USC00367029,10/5/1979,0,0,63,48
USC00367029,10/6/1979,0,0,60,42
USC00367029,10/7/1979,0,0,55,39
USC00367029,10/8/1979,0,0,50,34
USC00367029,10/9/1979,0,0,49,34
USC00367029,10/10/1979,0,0,52,31
USC00367029,10/11/1979,0,0,39,28
USC00367029,10/12/1979,0,0,47,30
USC00367029,10/13/1979,0,0,46,37
USC00367029,10/14/1979,0,0,48,34
USC00367029,10/15/1979,0,0,43,30
USC00367029,10/16/1979,0,0,46,32
USC00367029,10/17/1979,0,0,56,31
USC00367029,10/18/1979,0,0,56,32
USC00367029,10/19/1979,0,0,61,40
USC00367029,10/20/1979,0,0,63,42
USC00367029,10/21/1979,0,0,68,49
USC00367029,10/22/1979,0,0,75,56
USC00367029,10/23/1979,0,0,80,55
